source,root,rel_path,path,selection_hash,visual_hash,split,stim_id
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000342521.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000342521.jpg,191342957476364544,de825fc6aeb6ec54b9b14a4da24885f67b60c0c6,test,coco:02a7c967f2a6c100
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000232985.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000232985.jpg,205799734402766629,7ed616cc9e4fce0c4fb23fa45804c002cfe79d7a,test,coco:02db25c49ff25725
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000214975.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000214975.jpg,206455274922449781,01fa4837855a57525f46ae49eaa26594a6d17784,test,coco:02dd79fa8bc21b75
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000077402.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000077402.jpg,212371373340657225,8c96711feade8a66b3b481fd924f09b53aba0fd6,test,coco:02f27ea38c6e8649
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000551494.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000551494.jpg,212709020564808692,31974f8325df432112aaf904ca704f58faea3be2,test,coco:02f3b1ba2b4963f4
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000459301.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000459301.jpg,214180132877776042,7f8323ed4994fc4c049f868a0fc7005f440a3087,test,coco:02f8ebb2322034aa
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000348091.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000348091.jpg,222201333654901652,a69850a5a79040d43130a70454efc919cc583c11,test,coco:03156aef891e5394
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000490739.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000490739.jpg,223232557245767287,0268082afe5db9178fdbb0488f611e8b44c4e0f5,test,coco:031914d3fcef9e77
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000395745.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000395745.jpg,224371454403642435,a0407786b7d955daeb547ba5a81fda334ebb299b,test,coco:031d20a625778443
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000099518.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000099518.jpg,230708121034473746,c4bda8569630967414021e1f5834e80f4e9ea6f6,test,coco:0333a3d0510ec112
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000095161.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000095161.jpg,232848381279266944,d6552bb426f9cc1b507d24ada6a73bb0cd10a24b,test,coco:033b3e5e7cace880
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000513574.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000513574.jpg,238398395992509373,b0ddce2442d2502937d8650f449f37b5eb8f0097,test,coco:034ef613fc280bbd
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000217137.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000217137.jpg,242156489119478378,fe8cd499867fea658734c0ac1dc5231f43b95bfb,test,coco:035c500b3a05b26a
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000057100.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000057100.jpg,242907977742576655,3aab766a3cf17951a5ed2eb144e36933e977106f,test,coco:035efb84ce746c0f
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000046538.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000046538.jpg,245824279593842297,7ab6c3e6b0f8d667e34963e3b23b56cba175c42c,test,coco:036957e13e5b7679
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000370609.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000370609.jpg,246553528674271949,f9563e4de6dc4d0805f121377f1018f8eac530a3,test,coco:036bef20c6bfc2cd
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000342765.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000342765.jpg,248792727042896431,8a44e7d36e3d9c2068a81107369779b5ce77832a,test,coco:0373e3aac617b22f
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000439326.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000439326.jpg,250124263269236611,a31f81bb96bab8569c903a8cf60fded02e725c39,test,coco:03789eb135de7f83
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000079905.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000079905.jpg,251598583635026767,fd590d8d2fa914ad6d02ae8731d783ed9d79040b,test,coco:037ddb942b8ea34f
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000152398.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000152398.jpg,251645796654627882,e57a7d660b3bd3c06fa3cc0384d1bce8741d2b0a,test,coco:037e0684ced1bc2a
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000097006.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000097006.jpg,256810469717561070,c80a7eb625105066bcbc490e112e23a2e4768237,test,coco:03905fc2f61dceee
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000538596.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000538596.jpg,257805853219768134,360d63583ef9647ec0521d3edd20370278fff358,test,coco:0393e90ebe2e4746
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000003501.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000003501.jpg,258700873548282576,7d36626d131966cf718036d9c3fc2491d675b313,test,coco:03971712e6edbad0
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000460199.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000460199.jpg,260331781758210310,486c97bb5292c99813e4821772f6e5a3569d3bc3,test,coco:039ce2604f715106
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000571865.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000571865.jpg,263933752286660469,3202a7b07fd9fe27649904fd2f1b81a2c0918889,test,coco:03a9ae596d484775
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000402623.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000402623.jpg,266271979870197904,ecfba0adf99b9b05374e1b64a1f2a0b78b455f25,test,coco:03b1fcf475cd9890
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000339851.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000339851.jpg,266447201181012937,87aed91237cdd66c312453c219b63ebb20b458cf,test,coco:03b29c5159ca93c9
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000384949.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000384949.jpg,268438687517703876,bd90fc4c6816dac39b3218c84c3eaaae321af01e,test,coco:03b9af906576fec4
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000334530.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000334530.jpg,269315291567171324,537028f1a83a55fdf1eb05c9ca9e432d7a0e395c,test,coco:03bcccd4ae7126fc
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000537672.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000537672.jpg,272036042774568710,072174300cab9c0f477baa0337eeff1b8fcf2bab,test,coco:03c67756efae5f06
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000548090.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000548090.jpg,274682252896198220,af43d547455208a1b4f7a6a070acd4bb4f962fdd,test,coco:03cfde0dbdfb5e4c
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000276706.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000276706.jpg,275339448509184451,d778c71827d718306a41b4557ebadf24daaba6da,test,coco:03d233c5050ab9c3
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000351183.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000351183.jpg,276461572399122559,dd27bec3fa33a0cd9e38ae7e790fe7970c98b2eb,test,coco:03d63055d8e5487f
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000466531.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000466531.jpg,282994214860179283,20b5efb3136b8788ef99a4d78deb6692e52d4586,test,coco:03ed65bd323b4753
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000065208.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000065208.jpg,284947708263226619,091e6964d6d8b0b07a20e93ff34cce1c738a9e01,test,coco:03f4566e52975cfb
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000408736.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000408736.jpg,292384888193050623,d847e8b92a5921729a83db6c4075339f6f60a2b7,test,coco:040ec281b67067ff
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000062443.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000062443.jpg,298081947085182633,d9fae77f3ded2ecd9bd5c7447c1cc7ed0dea316c,test,coco:0422fff399f816a9
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000106677.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000106677.jpg,306929502440088020,0ac7465d1e7e3921ce040579bd85214847c7b1a9,test,coco:04426ec19c0761d4
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000167964.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000167964.jpg,308209638036568540,d08d56911bb3b61a047e4155f0f30ac2b7526bd5,test,coco:0446fb08678579dc
coco,F:\AI_DATASET\COCO\val2014,COCO_val2014_000000478817.jpg,F:\AI_DATASET\COCO\val2014\COCO_val2014_000000478817.jpg,311107362273533185,59b46be87bd77d229171a13aa8181bb34391a8b0,test,coco:0451467f67529d01
