image,image_duration,label,n_workers,n_responses,n_correct,correct_rate,n_wrong,wrong_rate
012de1ecbcaa4ba.png,150,waste container,7,7,4,0.5714285714285714,3,0.4285714285714286
012de1ecbcaa4ba.png,250,waste container,7,7,5,0.7142857142857143,2,0.2857142857142857
012de1ecbcaa4ba.png,10000,waste container,7,7,7,1.0,0,0.0
012e7d2da66649c.png,17,water bottle,7,7,1,0.14285714285714285,6,0.8571428571428572
012e7d2da66649c.png,50,water bottle,7,7,3,0.42857142857142855,4,0.5714285714285714
012e7d2da66649c.png,100,water bottle,7,7,2,0.2857142857142857,5,0.7142857142857143
012e7d2da66649c.png,150,water bottle,7,7,4,0.5714285714285714,3,0.4285714285714286
012e7d2da66649c.png,250,water bottle,7,7,3,0.42857142857142855,4,0.5714285714285714
012e7d2da66649c.png,10000,water bottle,7,7,5,0.7142857142857143,2,0.2857142857142857
01525b7741f347c.png,17,power drill,7,7,1,0.14285714285714285,6,0.8571428571428572
01525b7741f347c.png,50,power drill,7,7,2,0.2857142857142857,5,0.7142857142857143
01525b7741f347c.png,100,power drill,7,7,3,0.42857142857142855,4,0.5714285714285714
01525b7741f347c.png,150,power drill,7,7,5,0.7142857142857143,2,0.2857142857142857
01525b7741f347c.png,250,power drill,7,7,5,0.7142857142857143,2,0.2857142857142857
01525b7741f347c.png,10000,power drill,7,7,5,0.7142857142857143,2,0.2857142857142857
0156a32dc68643f.png,17,salt shaker,7,7,1,0.14285714285714285,6,0.8571428571428572
0156a32dc68643f.png,50,salt shaker,7,7,0,0.0,7,1.0
0156a32dc68643f.png,100,salt shaker,7,7,2,0.2857142857142857,5,0.7142857142857143
0156a32dc68643f.png,150,salt shaker,7,7,7,1.0,0,0.0
0156a32dc68643f.png,250,salt shaker,7,7,5,0.7142857142857143,2,0.2857142857142857
0156a32dc68643f.png,10000,salt shaker,7,7,6,0.8571428571428571,1,0.1428571428571429
0156d6d6d25a411.png,17,plunger,7,7,1,0.14285714285714285,6,0.8571428571428572
0156d6d6d25a411.png,50,plunger,7,7,4,0.5714285714285714,3,0.4285714285714286
0156d6d6d25a411.png,100,plunger,7,7,1,0.14285714285714285,6,0.8571428571428572
0156d6d6d25a411.png,150,plunger,7,7,4,0.5714285714285714,3,0.4285714285714286
0156d6d6d25a411.png,250,plunger,7,7,1,0.14285714285714285,6,0.8571428571428572
0156d6d6d25a411.png,10000,plunger,7,7,6,0.8571428571428571,1,0.1428571428571429
015e4cb52d424fb.png,17,power drill,7,7,3,0.42857142857142855,4,0.5714285714285714
015e4cb52d424fb.png,50,power drill,7,7,6,0.8571428571428571,1,0.1428571428571429
015e4cb52d424fb.png,100,power drill,7,7,5,0.7142857142857143,2,0.2857142857142857
015e4cb52d424fb.png,150,power drill,7,7,6,0.8571428571428571,1,0.1428571428571429
015e4cb52d424fb.png,250,power drill,7,7,6,0.8571428571428571,1,0.1428571428571429
015e4cb52d424fb.png,10000,power drill,7,7,5,0.7142857142857143,2,0.2857142857142857
017761800bd4440.png,17,racket,7,7,4,0.5714285714285714,3,0.4285714285714286
017761800bd4440.png,50,racket,7,7,5,0.7142857142857143,2,0.2857142857142857
017761800bd4440.png,100,racket,7,7,4,0.5714285714285714,3,0.4285714285714286
017761800bd4440.png,150,racket,7,7,6,0.8571428571428571,1,0.1428571428571429
017761800bd4440.png,250,racket,7,7,3,0.42857142857142855,4,0.5714285714285714
017761800bd4440.png,10000,racket,7,7,7,1.0,0,0.0
018075d07c4e4ec.png,17,digital watch,7,7,0,0.0,7,1.0
018075d07c4e4ec.png,50,digital watch,7,7,1,0.14285714285714285,6,0.8571428571428572
018075d07c4e4ec.png,100,digital watch,7,7,1,0.14285714285714285,6,0.8571428571428572
018075d07c4e4ec.png,150,digital watch,7,7,1,0.14285714285714285,6,0.8571428571428572
018075d07c4e4ec.png,250,digital watch,7,7,2,0.2857142857142857,5,0.7142857142857143
018075d07c4e4ec.png,10000,digital watch,7,7,6,0.8571428571428571,1,0.1428571428571429
0199908e3ce3417.png,17,plastic bag,7,7,0,0.0,7,1.0
0199908e3ce3417.png,50,plastic bag,7,7,4,0.5714285714285714,3,0.4285714285714286
0199908e3ce3417.png,100,plastic bag,7,7,6,0.8571428571428571,1,0.1428571428571429
0199908e3ce3417.png,150,plastic bag,7,7,7,1.0,0,0.0
0199908e3ce3417.png,250,plastic bag,7,7,5,0.7142857142857143,2,0.2857142857142857
0199908e3ce3417.png,10000,plastic bag,7,7,7,1.0,0,0.0
01a6a919725e405.png,17,mobile phone,7,7,2,0.2857142857142857,5,0.7142857142857143
01a6a919725e405.png,50,mobile phone,7,7,6,0.8571428571428571,1,0.1428571428571429
01a6a919725e405.png,100,mobile phone,7,7,6,0.8571428571428571,1,0.1428571428571429
01a6a919725e405.png,150,mobile phone,7,7,6,0.8571428571428571,1,0.1428571428571429
01a6a919725e405.png,250,mobile phone,7,7,7,1.0,0,0.0
01a6a919725e405.png,10000,mobile phone,7,7,7,1.0,0,0.0
01a761de93b3437.png,17,whistle,7,7,6,0.8571428571428571,1,0.1428571428571429
01a761de93b3437.png,50,whistle,7,7,4,0.5714285714285714,3,0.4285714285714286
01a761de93b3437.png,100,whistle,7,7,5,0.7142857142857143,2,0.2857142857142857
01a761de93b3437.png,150,whistle,7,7,5,0.7142857142857143,2,0.2857142857142857
01a761de93b3437.png,250,whistle,7,7,7,1.0,0,0.0
01a761de93b3437.png,10000,whistle,7,7,6,0.8571428571428571,1,0.1428571428571429
01a838c3c04a4d3.png,17,safety pin,7,7,3,0.42857142857142855,4,0.5714285714285714
01a838c3c04a4d3.png,50,safety pin,7,7,5,0.7142857142857143,2,0.2857142857142857
01a838c3c04a4d3.png,100,safety pin,7,7,7,1.0,0,0.0
01a838c3c04a4d3.png,150,safety pin,7,7,7,1.0,0,0.0
01a838c3c04a4d3.png,250,safety pin,7,7,7,1.0,0,0.0
01a838c3c04a4d3.png,10000,safety pin,7,7,6,0.8571428571428571,1,0.1428571428571429
01a8b096cc3c4e6.png,17,shovel,7,7,1,0.14285714285714285,6,0.8571428571428572
01a8b096cc3c4e6.png,50,shovel,7,7,0,0.0,7,1.0
01a8b096cc3c4e6.png,100,shovel,7,7,2,0.2857142857142857,5,0.7142857142857143
01a8b096cc3c4e6.png,150,shovel,7,7,0,0.0,7,1.0
01a8b096cc3c4e6.png,250,shovel,7,7,1,0.14285714285714285,6,0.8571428571428572
01a8b096cc3c4e6.png,10000,shovel,7,7,6,0.8571428571428571,1,0.1428571428571429
01d6ddc22f944e2.png,17,pillow,7,7,1,0.14285714285714285,6,0.8571428571428572
01d6ddc22f944e2.png,50,pillow,7,7,5,0.7142857142857143,2,0.2857142857142857
01d6ddc22f944e2.png,100,pillow,7,7,5,0.7142857142857143,2,0.2857142857142857
01d6ddc22f944e2.png,150,pillow,7,7,5,0.7142857142857143,2,0.2857142857142857
01d6ddc22f944e2.png,250,pillow,7,7,6,0.8571428571428571,1,0.1428571428571429
01d6ddc22f944e2.png,10000,pillow,7,7,6,0.8571428571428571,1,0.1428571428571429
022b67452a9b4dd.png,17,park bench,7,7,0,0.0,7,1.0
022b67452a9b4dd.png,50,park bench,7,7,2,0.2857142857142857,5,0.7142857142857143
022b67452a9b4dd.png,100,park bench,7,7,0,0.0,7,1.0
022b67452a9b4dd.png,150,park bench,7,7,1,0.14285714285714285,6,0.8571428571428572
022b67452a9b4dd.png,250,park bench,7,7,3,0.42857142857142855,4,0.5714285714285714
022b67452a9b4dd.png,10000,park bench,7,7,1,0.14285714285714285,6,0.8571428571428572
02453422356b421.png,17,coffee mug,7,7,2,0.2857142857142857,5,0.7142857142857143
02453422356b421.png,50,coffee mug,7,7,3,0.42857142857142855,4,0.5714285714285714
02453422356b421.png,100,coffee mug,7,7,5,0.7142857142857143,2,0.2857142857142857
02453422356b421.png,150,coffee mug,7,7,7,1.0,0,0.0
02453422356b421.png,250,coffee mug,7,7,7,1.0,0,0.0
02453422356b421.png,10000,coffee mug,7,7,7,1.0,0,0.0
0288a201c1a14f6.png,17,salt shaker,7,7,0,0.0,7,1.0
0288a201c1a14f6.png,50,salt shaker,7,7,0,0.0,7,1.0
0288a201c1a14f6.png,100,salt shaker,7,7,0,0.0,7,1.0
0288a201c1a14f6.png,150,salt shaker,7,7,0,0.0,7,1.0
0288a201c1a14f6.png,250,salt shaker,7,7,1,0.14285714285714285,6,0.8571428571428572
0288a201c1a14f6.png,10000,salt shaker,7,7,4,0.5714285714285714,3,0.4285714285714286
029961b1f7e042a.png,17,lemon,7,7,2,0.2857142857142857,5,0.7142857142857143
029961b1f7e042a.png,50,lemon,7,7,7,1.0,0,0.0
029961b1f7e042a.png,100,lemon,7,7,7,1.0,0,0.0
029961b1f7e042a.png,150,lemon,7,7,7,1.0,0,0.0
029961b1f7e042a.png,250,lemon,7,7,6,0.8571428571428571,1,0.1428571428571429
029961b1f7e042a.png,10000,lemon,7,7,7,1.0,0,0.0
02a37f98e3f6482.png,17,digital watch,7,7,2,0.2857142857142857,5,0.7142857142857143
02a37f98e3f6482.png,50,digital watch,7,7,2,0.2857142857142857,5,0.7142857142857143
02a37f98e3f6482.png,100,digital watch,7,7,5,0.7142857142857143,2,0.2857142857142857
02a37f98e3f6482.png,150,digital watch,7,7,5,0.7142857142857143,2,0.2857142857142857
02a37f98e3f6482.png,250,digital watch,7,7,3,0.42857142857142855,4,0.5714285714285714
02a37f98e3f6482.png,10000,digital watch,7,7,6,0.8571428571428571,1,0.1428571428571429
02b7e52a6c30420.png,17,strainer,7,7,1,0.14285714285714285,6,0.8571428571428572
02b7e52a6c30420.png,50,strainer,7,7,2,0.2857142857142857,5,0.7142857142857143
02b7e52a6c30420.png,100,strainer,7,7,6,0.8571428571428571,1,0.1428571428571429
02b7e52a6c30420.png,150,strainer,7,7,2,0.2857142857142857,5,0.7142857142857143
02b7e52a6c30420.png,250,strainer,7,7,4,0.5714285714285714,3,0.4285714285714286
02b7e52a6c30420.png,10000,strainer,7,7,5,0.7142857142857143,2,0.2857142857142857
02dd2f1e8670401.png,17,banana,7,7,2,0.2857142857142857,5,0.7142857142857143
02dd2f1e8670401.png,50,banana,7,7,6,0.8571428571428571,1,0.1428571428571429
02dd2f1e8670401.png,100,banana,7,7,6,0.8571428571428571,1,0.1428571428571429
02dd2f1e8670401.png,150,banana,7,7,6,0.8571428571428571,1,0.1428571428571429
02dd2f1e8670401.png,250,banana,7,7,7,1.0,0,0.0
02dd2f1e8670401.png,10000,banana,7,7,7,1.0,0,0.0
02f3c92a47874cb.png,17,lemon,7,7,4,0.5714285714285714,3,0.4285714285714286
02f3c92a47874cb.png,50,lemon,7,7,6,0.8571428571428571,1,0.1428571428571429
02f3c92a47874cb.png,100,lemon,7,7,6,0.8571428571428571,1,0.1428571428571429
02f3c92a47874cb.png,150,lemon,7,7,7,1.0,0,0.0
02f3c92a47874cb.png,250,lemon,7,7,7,1.0,0,0.0
02f3c92a47874cb.png,10000,lemon,7,7,7,1.0,0,0.0
0332a175304e425.png,17,pill bottle,7,7,0,0.0,7,1.0
0332a175304e425.png,50,pill bottle,7,7,3,0.42857142857142855,4,0.5714285714285714
0332a175304e425.png,100,pill bottle,7,7,7,1.0,0,0.0
0332a175304e425.png,150,pill bottle,7,7,5,0.7142857142857143,2,0.2857142857142857
0332a175304e425.png,250,pill bottle,7,7,6,0.8571428571428571,1,0.1428571428571429
0332a175304e425.png,10000,pill bottle,7,7,7,1.0,0,0.0
033cce6a7b914d7.png,17,shovel,7,7,0,0.0,7,1.0
033cce6a7b914d7.png,50,shovel,7,7,2,0.2857142857142857,5,0.7142857142857143
033cce6a7b914d7.png,100,shovel,7,7,1,0.14285714285714285,6,0.8571428571428572
033cce6a7b914d7.png,150,shovel,7,7,4,0.5714285714285714,3,0.4285714285714286
033cce6a7b914d7.png,250,shovel,7,7,3,0.42857142857142855,4,0.5714285714285714
033cce6a7b914d7.png,10000,shovel,7,7,4,0.5714285714285714,3,0.4285714285714286
035d5ce87842464.png,17,water bottle,7,7,3,0.42857142857142855,4,0.5714285714285714
035d5ce87842464.png,50,water bottle,7,7,6,0.8571428571428571,1,0.1428571428571429
035d5ce87842464.png,100,water bottle,7,7,7,1.0,0,0.0
035d5ce87842464.png,150,water bottle,7,7,7,1.0,0,0.0
035d5ce87842464.png,250,water bottle,7,7,7,1.0,0,0.0
035d5ce87842464.png,10000,water bottle,7,7,6,0.8571428571428571,1,0.1428571428571429
0387406ad0c24b5.png,17,sunglasses,7,7,1,0.14285714285714285,6,0.8571428571428572
0387406ad0c24b5.png,50,sunglasses,7,7,4,0.5714285714285714,3,0.4285714285714286
0387406ad0c24b5.png,100,sunglasses,7,7,4,0.5714285714285714,3,0.4285714285714286
0387406ad0c24b5.png,150,sunglasses,7,7,5,0.7142857142857143,2,0.2857142857142857
0387406ad0c24b5.png,250,sunglasses,7,7,6,0.8571428571428571,1,0.1428571428571429
0387406ad0c24b5.png,10000,sunglasses,7,7,6,0.8571428571428571,1,0.1428571428571429
039a888487564b3.png,17,lampshade,7,7,1,0.14285714285714285,6,0.8571428571428572
039a888487564b3.png,50,lampshade,7,7,5,0.7142857142857143,2,0.2857142857142857
039a888487564b3.png,100,lampshade,7,7,4,0.5714285714285714,3,0.4285714285714286
039a888487564b3.png,150,lampshade,7,7,5,0.7142857142857143,2,0.2857142857142857
039a888487564b3.png,250,lampshade,7,7,4,0.5714285714285714,3,0.4285714285714286
039a888487564b3.png,10000,lampshade,7,7,7,1.0,0,0.0
039b08c53fc441f.png,17,lipstick,7,7,2,0.2857142857142857,5,0.7142857142857143
039b08c53fc441f.png,50,lipstick,7,7,0,0.0,7,1.0
039b08c53fc441f.png,100,lipstick,7,7,3,0.42857142857142855,4,0.5714285714285714
039b08c53fc441f.png,150,lipstick,7,7,1,0.14285714285714285,6,0.8571428571428572
039b08c53fc441f.png,250,lipstick,7,7,4,0.5714285714285714,3,0.4285714285714286
039b08c53fc441f.png,10000,lipstick,7,7,3,0.42857142857142855,4,0.5714285714285714
03e2542eaa84440.png,17,television,7,7,2,0.2857142857142857,5,0.7142857142857143
03e2542eaa84440.png,50,television,7,7,1,0.14285714285714285,6,0.8571428571428572
03e2542eaa84440.png,100,television,7,7,3,0.42857142857142855,4,0.5714285714285714
03e2542eaa84440.png,150,television,7,7,2,0.2857142857142857,5,0.7142857142857143
03e2542eaa84440.png,250,television,7,7,2,0.2857142857142857,5,0.7142857142857143
03e2542eaa84440.png,10000,television,7,7,4,0.5714285714285714,3,0.4285714285714286
03eee846b2da498.png,17,cleaver,7,7,0,0.0,7,1.0
03eee846b2da498.png,50,cleaver,7,7,0,0.0,7,1.0
03eee846b2da498.png,100,cleaver,7,7,1,0.14285714285714285,6,0.8571428571428572
03eee846b2da498.png,150,cleaver,7,7,2,0.2857142857142857,5,0.7142857142857143
03eee846b2da498.png,250,cleaver,7,7,5,0.7142857142857143,2,0.2857142857142857
03eee846b2da498.png,10000,cleaver,7,7,6,0.8571428571428571,1,0.1428571428571429
0409a33e0aa14f2.png,17,T-shirt,7,7,0,0.0,7,1.0
0409a33e0aa14f2.png,50,T-shirt,7,7,0,0.0,7,1.0
0409a33e0aa14f2.png,100,T-shirt,7,7,1,0.14285714285714285,6,0.8571428571428572
0409a33e0aa14f2.png,150,T-shirt,7,7,0,0.0,7,1.0
0409a33e0aa14f2.png,250,T-shirt,7,7,0,0.0,7,1.0
0409a33e0aa14f2.png,10000,T-shirt,7,7,1,0.14285714285714285,6,0.8571428571428572
0436001c32ce41e.png,17,lipstick,7,7,1,0.14285714285714285,6,0.8571428571428572
0436001c32ce41e.png,50,lipstick,7,7,2,0.2857142857142857,5,0.7142857142857143
0436001c32ce41e.png,100,lipstick,7,7,2,0.2857142857142857,5,0.7142857142857143
0436001c32ce41e.png,150,lipstick,7,7,0,0.0,7,1.0
0436001c32ce41e.png,250,lipstick,7,7,3,0.42857142857142855,4,0.5714285714285714
0436001c32ce41e.png,10000,lipstick,7,7,2,0.2857142857142857,5,0.7142857142857143
043a0d44c0874ec.png,17,match,7,7,0,0.0,7,1.0
043a0d44c0874ec.png,50,match,7,7,2,0.2857142857142857,5,0.7142857142857143
043a0d44c0874ec.png,100,match,7,7,6,0.8571428571428571,1,0.1428571428571429
043a0d44c0874ec.png,150,match,7,7,7,1.0,0,0.0
043a0d44c0874ec.png,250,match,7,7,7,1.0,0,0.0
043a0d44c0874ec.png,10000,match,7,7,6,0.8571428571428571,1,0.1428571428571429
04544be259094b9.png,17,backpack,7,7,1,0.14285714285714285,6,0.8571428571428572
04544be259094b9.png,50,backpack,7,7,1,0.14285714285714285,6,0.8571428571428572
04544be259094b9.png,100,backpack,7,7,3,0.42857142857142855,4,0.5714285714285714
04544be259094b9.png,150,backpack,7,7,5,0.7142857142857143,2,0.2857142857142857
04544be259094b9.png,250,backpack,7,7,6,0.8571428571428571,1,0.1428571428571429
04544be259094b9.png,10000,backpack,7,7,7,1.0,0,0.0
0472a6453aa9480.png,17,cleaver,7,7,2,0.2857142857142857,5,0.7142857142857143
0472a6453aa9480.png,50,cleaver,7,7,1,0.14285714285714285,6,0.8571428571428572
0472a6453aa9480.png,100,cleaver,7,7,2,0.2857142857142857,5,0.7142857142857143
0472a6453aa9480.png,150,cleaver,7,7,4,0.5714285714285714,3,0.4285714285714286
0472a6453aa9480.png,250,cleaver,7,7,4,0.5714285714285714,3,0.4285714285714286
0472a6453aa9480.png,10000,cleaver,7,7,5,0.7142857142857143,2,0.2857142857142857
04796a65f9b9469.png,17,match,7,7,1,0.14285714285714285,6,0.8571428571428572
04796a65f9b9469.png,50,match,7,7,2,0.2857142857142857,5,0.7142857142857143
04796a65f9b9469.png,100,match,7,7,1,0.14285714285714285,6,0.8571428571428572
04796a65f9b9469.png,150,match,7,7,2,0.2857142857142857,5,0.7142857142857143
04796a65f9b9469.png,250,match,7,7,0,0.0,7,1.0
04796a65f9b9469.png,10000,match,7,7,5,0.7142857142857143,2,0.2857142857142857
0492de6173cd4da.png,17,paper towel,7,7,0,0.0,7,1.0
0492de6173cd4da.png,50,paper towel,7,7,0,0.0,7,1.0
0492de6173cd4da.png,100,paper towel,7,7,3,0.42857142857142855,4,0.5714285714285714
0492de6173cd4da.png,150,paper towel,7,7,4,0.5714285714285714,3,0.4285714285714286
0492de6173cd4da.png,250,paper towel,7,7,5,0.7142857142857143,2,0.2857142857142857
0492de6173cd4da.png,10000,paper towel,7,7,6,0.8571428571428571,1,0.1428571428571429
04d6246ddf604a3.png,17,plastic bag,7,7,2,0.2857142857142857,5,0.7142857142857143
04d6246ddf604a3.png,50,plastic bag,7,7,7,1.0,0,0.0
04d6246ddf604a3.png,100,plastic bag,7,7,5,0.7142857142857143,2,0.2857142857142857
04d6246ddf604a3.png,150,plastic bag,7,7,6,0.8571428571428571,1,0.1428571428571429
04d6246ddf604a3.png,250,plastic bag,7,7,7,1.0,0,0.0
04d6246ddf604a3.png,10000,plastic bag,7,7,7,1.0,0,0.0
05290b0f29f8469.png,17,teddy bear,7,7,1,0.14285714285714285,6,0.8571428571428572
05290b0f29f8469.png,50,teddy bear,7,7,3,0.42857142857142855,4,0.5714285714285714
05290b0f29f8469.png,100,teddy bear,7,7,0,0.0,7,1.0
05290b0f29f8469.png,150,teddy bear,7,7,5,0.7142857142857143,2,0.2857142857142857
05290b0f29f8469.png,250,teddy bear,7,7,4,0.5714285714285714,3,0.4285714285714286
05290b0f29f8469.png,10000,teddy bear,7,7,6,0.8571428571428571,1,0.1428571428571429
0544636b6159424.png,17,mobile phone,7,7,2,0.2857142857142857,5,0.7142857142857143
0544636b6159424.png,50,mobile phone,7,7,4,0.5714285714285714,3,0.4285714285714286
0544636b6159424.png,100,mobile phone,7,7,4,0.5714285714285714,3,0.4285714285714286
0544636b6159424.png,150,mobile phone,7,7,7,1.0,0,0.0
0544636b6159424.png,250,mobile phone,7,7,6,0.8571428571428571,1,0.1428571428571429
0544636b6159424.png,10000,mobile phone,7,7,7,1.0,0,0.0
05475e61739b4cb.png,17,banana,7,7,2,0.2857142857142857,5,0.7142857142857143
05475e61739b4cb.png,50,banana,7,7,6,0.8571428571428571,1,0.1428571428571429
05475e61739b4cb.png,100,banana,7,7,5,0.7142857142857143,2,0.2857142857142857
05475e61739b4cb.png,150,banana,7,7,5,0.7142857142857143,2,0.2857142857142857
05475e61739b4cb.png,250,banana,7,7,6,0.8571428571428571,1,0.1428571428571429
05475e61739b4cb.png,10000,banana,7,7,7,1.0,0,0.0
057f88a0525145c.png,17,wallet,7,7,0,0.0,7,1.0
057f88a0525145c.png,50,wallet,7,7,3,0.42857142857142855,4,0.5714285714285714
057f88a0525145c.png,100,wallet,7,7,5,0.7142857142857143,2,0.2857142857142857
057f88a0525145c.png,150,wallet,7,7,5,0.7142857142857143,2,0.2857142857142857
057f88a0525145c.png,250,wallet,7,7,4,0.5714285714285714,3,0.4285714285714286
057f88a0525145c.png,10000,wallet,7,7,6,0.8571428571428571,1,0.1428571428571429
0586304583a1496.png,17,backpack,7,7,0,0.0,7,1.0
0586304583a1496.png,50,backpack,7,7,2,0.2857142857142857,5,0.7142857142857143
0586304583a1496.png,100,backpack,7,7,1,0.14285714285714285,6,0.8571428571428572
0586304583a1496.png,150,backpack,7,7,6,0.8571428571428571,1,0.1428571428571429
0586304583a1496.png,250,backpack,7,7,1,0.14285714285714285,6,0.8571428571428572
0586304583a1496.png,10000,backpack,7,7,6,0.8571428571428571,1,0.1428571428571429
059a6a83366d46d.png,17,salt shaker,7,7,1,0.14285714285714285,6,0.8571428571428572
059a6a83366d46d.png,50,salt shaker,7,7,1,0.14285714285714285,6,0.8571428571428572
059a6a83366d46d.png,100,salt shaker,7,7,1,0.14285714285714285,6,0.8571428571428572
059a6a83366d46d.png,150,salt shaker,7,7,1,0.14285714285714285,6,0.8571428571428572
059a6a83366d46d.png,250,salt shaker,7,7,0,0.0,7,1.0
059a6a83366d46d.png,10000,salt shaker,7,7,4,0.5714285714285714,3,0.4285714285714286
05dbfec8d9264b4.png,17,digital watch,7,7,1,0.14285714285714285,6,0.8571428571428572
05dbfec8d9264b4.png,50,digital watch,7,7,1,0.14285714285714285,6,0.8571428571428572
05dbfec8d9264b4.png,100,digital watch,7,7,1,0.14285714285714285,6,0.8571428571428572
05dbfec8d9264b4.png,150,digital watch,7,7,0,0.0,7,1.0
05dbfec8d9264b4.png,250,digital watch,7,7,0,0.0,7,1.0
